     .00    3.00    2.25    5.33    4.00    6.00    7.00
     .00    4.75    3.00    4.33    3.00    6.00    2.00
    1.00    3.75    4.50    4.67     .00    4.00    4.00
    1.00    5.00    5.00    5.00    3.00    5.00    2.00
    1.00    5.25    6.00    5.33    4.00    6.00    1.50
     .00    1.00    6.00    5.67    5.00    3.00    3.00
    1.00    4.50    4.25    2.67     .00    5.00    5.00
    1.00    3.25    5.00    5.33    5.00    5.00    3.00
    1.00    5.75    5.25    3.33    3.00    6.00    4.50
    1.00    2.25    7.00    4.00    5.00    7.00    2.50
     .00    3.75    5.75    5.33    3.00    2.50    3.50
     .00    2.75    3.75    5.00    5.00    5.00    3.00
    1.00    4.75    4.50    4.67    1.00    4.00    4.50
    1.00    6.00    5.75    4.33    2.00    4.50    3.50
    1.00    3.50    6.50    5.00    3.00    6.00    2.50
    1.00    3.25    7.00    6.00    2.00    7.00    1.00
     .00    4.25    1.50    3.33     .00    1.00    6.50
     .00    6.75    1.00    3.33     .00    1.50    5.00
     .00    4.75    2.25    3.33     .00    3.00    2.50
     .00    4.50    1.50    4.00    2.00    3.50    4.00
     .00    1.75    3.25    3.67    2.00    7.00    1.00
    1.00    3.00    7.00    3.33    4.00    2.00    6.00
    1.00    5.25    1.00    3.33    3.00    2.00    2.50
    1.00    5.50    5.50    2.33    2.00    3.00    3.50
    1.00    3.25    3.25    6.33    5.00    4.00    1.00
    1.00    3.75    7.00    4.33    4.00    4.50    1.50
    1.00    5.75    4.75    6.33    2.00    4.50    3.00
    1.00    4.50    4.00    3.33    2.00    7.00    1.00
    1.00    4.50    4.00    4.00    2.00    7.00    1.00
    1.00    1.75    5.00    4.00    3.00    7.00    1.00
    1.00    5.50    5.00    7.00    2.00    7.00    1.50
     .00    4.25    1.00    2.33    2.00    1.00    6.00
     .00    1.25    2.25    4.33    1.00    2.00    1.00
     .00    3.75    1.00    3.00    1.00    4.00    4.00
     .00    3.25    3.75    5.00    3.00    4.50    1.00
     .00    3.00    1.25    4.33    1.00    7.00    1.00
     .00    3.50    1.50    5.00    4.00    7.00    1.50
    1.00    5.25    2.00    2.67    3.00    3.50    6.00
    1.00    6.75    2.00    3.67     .00    3.50    3.00
    1.00    4.50    3.75    6.00    2.00    3.50    5.00
    1.00    5.25    5.25    7.00    3.00    3.50    1.50
    1.00    3.50    3.00    3.00     .00    4.00    3.00
    1.00    2.75    4.25    4.67    2.00    4.50    2.00
    1.00    3.75    4.75    3.67    2.00    5.00    1.50
    1.00    3.25    4.00    3.00     .00    5.50    2.50
    1.00    3.75    4.00    4.00    2.00    6.00    2.50
    1.00    2.75    4.00    4.00    3.00    6.00    1.00
    1.00    2.50    4.25    5.00    3.00    6.00    2.00
    1.00    3.00    6.00    5.67    3.00    6.00    1.00
    1.00    3.50    4.50    3.33     .00    6.50    1.00
    1.00    5.75    3.50    4.67    2.00    7.00    1.00
    1.00    2.50    7.00    4.67    5.00    7.00    1.00
    1.00    2.75    6.75    5.00    2.00    7.00    1.00
     .00    1.50    3.50    5.00    2.00    1.00    7.00
     .00    4.00    1.50    2.00    2.00    2.00    3.50
     .00    2.50    1.00    4.00    2.00    2.50    3.50
     .00    3.00    2.50    3.67    1.00    4.00    1.00
     .00    5.00    3.00    3.67    2.00    4.00    4.00
     .00    3.00    4.75    5.33    1.00    5.00    1.00
     .00    3.50    5.50    3.67    1.00    6.00    1.50
     .00    4.75    3.75    2.00    2.00    7.00    1.00
    1.00    4.00    2.25    4.67    2.00    2.00    5.50
    1.00    4.25    2.25    5.00    1.00    4.00    3.50
    1.00    4.00    2.50    4.00    1.00    5.00    2.00
    1.00    6.00    5.25    6.00    1.00    5.00    2.00
    1.00    4.50    5.00    3.33    5.00    5.50    2.00
    1.00    4.25    6.50    5.33     .00    5.50    2.00
    1.00    6.50    5.25    5.33    2.00    5.50    2.00
    1.00    1.50    4.00    5.33    1.00    5.50    2.00
    1.00    5.50    5.00    2.00     .00    6.00    1.00
    1.00    5.25    3.75    3.33    2.00    6.00    1.00
    1.00    4.00    6.00    4.00    2.00    6.00    1.50
    1.00    5.00    3.75    4.00    2.00    6.00    1.00
    1.00    5.75    7.00    4.00    1.00    6.00    1.00
    1.00    5.25    6.00    4.33     .00    6.00    4.00
    1.00    3.50    5.25    5.00     .00    6.00    3.00
    1.00    3.75    5.00    5.00    4.00    6.00    3.00
    1.00    2.75    5.25    5.00    4.00    6.00    1.00
    1.00    4.25    6.00    5.33    5.00    6.00    1.50
    1.00    4.00    4.50    6.00    3.00    6.00    1.00
    1.00    4.25    6.00    5.33    3.00    6.50    1.00
    1.00    1.50    6.75    6.67    5.00    6.50    1.00
    1.00    4.25    1.00    2.00    1.00    7.00    1.00
    1.00    4.50    3.00    4.33    2.00    7.00    3.00
    1.00    3.50    3.50    5.00    3.00    7.00    1.00
    1.00    4.50    3.25    5.33    1.00    7.00    1.50
    1.00    4.00    6.00    7.00    2.00    7.00    1.00
     .00    3.00    1.00    4.00    2.00    1.00    5.50
     .00    5.75    4.00    4.00    1.00    1.00    4.50
     .00    4.75    4.50    2.67    4.00    1.50    5.50
     .00    4.50    1.00    1.33    1.00    6.00    5.00
     .00    4.50    4.00    5.00    1.00    2.00    3.50
     .00    5.00    3.00    3.00     .00    3.00    2.00
     .00    4.50    2.00    2.00    2.00    4.50    2.00
     .00    3.50    5.50    4.00    2.00    5.00    1.00
    1.00    3.00    5.50    3.33    1.00    2.50    4.50
    1.00    5.25    4.00    4.33    2.00    3.00    4.00
    1.00    5.75    4.75    5.00     .00    3.00    3.00
    1.00    6.00    6.75    4.67    2.00    4.00    2.00
    1.00    4.25    5.75    6.33    3.00    4.00    4.50
    1.00    3.00    5.00    3.00     .00    5.00    1.50
    1.00    4.75    3.50    3.67     .00    5.00    5.00
    1.00    2.25    7.00    4.67    2.00    5.00    3.00
    1.00    4.50    6.00    5.00    3.00    5.00    2.00
    1.00    3.00    4.00    5.00    3.00    5.00    1.50
    1.00    1.50    3.75    4.67    1.00    5.50    2.00
    1.00    2.25    6.00    3.00    2.00    6.00    1.50
    1.00    6.00    6.75    3.67    2.00    6.00    1.00
    1.00    4.50    4.50    4.00    3.00    6.00    2.50
    1.00    3.50    6.75    5.33    1.00    6.00    2.00
    1.00    2.75    6.75    7.00    4.00    6.00    3.50
    1.00    2.75    5.25    6.00    2.00    6.50    1.00
    1.00    3.00    3.25    7.00    3.00    6.50    1.50
    1.00    4.50    5.75    3.33    4.00    7.00    1.00
    1.00    4.75    7.00    4.00    3.00    7.00    1.00
    1.00    4.25    5.00    4.67    1.00    7.00    1.00
    1.00    4.25    5.50    4.67    1.00    7.00    2.50
    1.00    4.50    4.75    5.00     .00    7.00    4.00
    1.00    2.75    5.50    5.00    1.00    7.00    1.00
    1.00    4.00    5.00    5.67    1.00    7.00    3.00
    1.00    5.00    4.75    5.67    3.00    7.00    3.50
    1.00    6.75    5.00    6.00    3.00    7.00    1.00
     .00    4.25    4.00    1.67     .00    1.00    6.50
     .00    3.25    1.75    4.67    3.00    1.50    4.50
     .00    4.25    1.25    3.33    1.00    2.00    2.50
     .00    3.25    1.00    4.33    4.00    2.00    2.00
     .00    3.75    1.25    3.33    1.00    2.50    1.00
     .00    4.25    1.00    2.33    3.00    3.00    4.50
     .00    4.50    3.25    4.00    3.00    3.00    5.00
     .00    2.50    3.25    4.33    3.00    3.00    4.00
     .00    3.50    4.00    4.00    2.00    5.50    1.00
     .00    2.25    6.50    5.33    6.00    5.50    4.50
     .00    2.50    4.25    4.67    2.00    6.00    1.00
     .00    3.50    6.50    5.33    3.00    6.50    3.00
     .00    2.75    7.00    7.00    3.00    7.00    1.00
    1.00    3.00    2.25    6.00    3.00    3.00    5.50
    1.00    4.00    2.25    4.33    2.00    3.50    2.00
    1.00    4.25    5.50    4.00     .00    4.00    3.50
    1.00    3.25    7.00    6.33    5.00    4.00    3.50
    1.00    7.00    4.75    6.67    2.00    4.00    3.50
    1.00    4.00    4.25    4.00    4.00    5.00    2.00
    1.00    4.25    5.75    4.33    3.00    5.00    2.00
